intersection_id,tollgate_id,time_window,avg_travel_time,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,hours
A,3,2016/09/30 21:00,1187.53,1008.6,1013.6,284,0.7,21,96,0,21
A,3,2016/10/01 0:00,708.16,1009.4,1014.4,999017,0.1,22.3,93,0,0
A,3,2016/10/01 3:00,615.88,1010,1015,188,1.1,25.1,82,0,3
A,3,2016/10/01 6:00,887.26,1008.1,1013,222,1.4,27.3,75,0,6
A,3,2016/10/01 9:00,1095.76,1007.5,1012.4,99,1.1,28.1,74,0,9
A,3,2016/10/01 12:00,877.14,1009,1014,326,0.9,25.1,90,0,12
A,3,2016/10/01 15:00,958.64,1009.2,1014.1,322,2.2,24.1,94,0,15
A,3,2016/10/01 18:00,904.87,1008.3,1013.2,334,0.8,23.5,95,0,18
A,3,2016/10/01 21:00,782.33,1007.2,1012.1,172,2,23.7,95,0,21
A,3,2016/10/02 0:00,514.16,1007.8,1012.7,227,2.1,25.6,89,0,0
A,3,2016/10/02 3:00,377.2,1007,1011.9,220,2.9,30.1,64,0,3
A,3,2016/10/02 6:00,811.36,1004.4,1009.3,208,2.3,32.8,52,0,6
A,3,2016/10/02 9:00,1156.97,1004.1,1009,235,1.4,29.9,66,0,9
A,3,2016/10/02 12:00,918.09,1005.9,1010.8,9,5.9,25.8,79,0,12
A,3,2016/10/02 15:00,859,1006.4,1011.3,358,2.3,23.2,93,0,15
A,3,2016/10/02 18:00,953.08,1005.5,1010.4,5,1,22.7,91,0,18
A,3,2016/10/02 21:00,720.1,1005.6,1010.5,11,2.7,22.6,90,0,21
A,3,2016/10/03 0:00,263.87,1007.4,1012.3,13,2.6,22.4,85,0,0
A,3,2016/10/03 3:00,456.74,1007.9,1012.9,10,1.9,23.6,79,0,3
A,3,2016/10/03 6:00,843.43,1005.8,1010.7,35,2.6,25.4,72,0,6
A,3,2016/10/03 9:00,1366.33,1006.2,1011.2,44,3.6,24.2,79,0,9
A,3,2016/10/03 12:00,965.07,1007.5,1012.5,29,1.8,24,78,0,12
A,3,2016/10/03 15:00,890.78,1008.2,1013.2,62,3.1,23.1,76,0,15
A,3,2016/10/03 18:00,842.94,1007.7,1012.7,347,1.3,20.8,80,0,18
A,3,2016/10/03 21:00,723.63,1007.5,1012.5,303,1.9,20.7,88,0,21
A,3,2016/10/04 0:00,526.5,1008,1013,330,2.3,21.6,84,0,0
A,3,2016/10/04 3:00,757.91,1007.4,1012.4,344,2,23.1,74,0,3
A,3,2016/10/04 6:00,833.6,1005.5,1010.5,329,1.3,24.5,71,0,6
A,3,2016/10/04 9:00,988.05,1005.1,1010.1,327,1.5,23.9,75,0,9
A,3,2016/10/04 12:00,988.07,1006.4,1011.4,330,1.3,22.9,78,0,12
A,3,2016/10/04 15:00,1062.88,1006.8,1011.8,310,1.5,22.6,80,0,15
A,3,2016/10/04 18:00,966.53,1006.6,1011.6,335,2,20.3,90,0,18
A,3,2016/10/04 21:00,789.28,1007.9,1012.9,250,1.4,19.9,90,0,21
A,3,2016/10/05 0:00,450.28,1010,1015,32,0.9,22.7,80,0,0
A,3,2016/10/05 3:00,484.23,1010.2,1015.2,340,1.5,25.4,68,0,3
A,3,2016/10/05 6:00,864.85,1009.2,1014.2,126,1.5,26.5,64,0,6
A,3,2016/10/05 9:00,1093.28,1009.4,1014.4,52,2.8,26.5,64,0,9
A,3,2016/10/05 12:00,1107.05,1011.5,1016.5,59,2,25.4,72,0,12
A,3,2016/10/05 15:00,1180.54,1012.3,1017.3,8,3.3,24.7,76,0,15
A,3,2016/10/05 18:00,1066.03,1012,1016.9,84,2,24.2,86,0,18
A,3,2016/10/05 21:00,740.05,1013,1018,37,2.7,22.8,82,0,21
A,3,2016/10/06 0:00,617.56,1014.9,1019.9,56,4.1,23.1,81,0,0
A,3,2016/10/06 3:00,466.11,1014.9,1019.9,53,4.7,25.2,69,0,3
A,3,2016/10/06 6:00,783.17,1013.4,1018.4,59,1.5,23.9,82,0.8,6
A,3,2016/10/06 9:00,928.74,1014.2,1019.2,64,3.2,23,69,0,9
A,3,2016/10/06 12:00,1058.42,1015.1,1020.1,85,1.5,22.2,74,0,12
A,3,2016/10/06 15:00,1034.75,1014.2,1019.2,87,1.8,21.5,76,0,15
A,3,2016/10/06 18:00,888.92,1012.8,1017.8,4,1.5,20.9,80,0,18
A,3,2016/10/06 21:00,810.13,1012,1017,25,2.3,20.1,81,0,21
A,3,2016/10/07 0:00,606.37,1012.5,1017.5,38,3.3,20.3,83,0,0
A,3,2016/10/07 3:00,338.77,1010.9,1015.9,331,1.8,20.2,92,0.3,3
A,3,2016/10/07 6:00,804.74,1009.1,1014.1,299,2.5,20,96,0,6
A,3,2016/10/07 9:00,968.85,1008.7,1013.7,310,1.5,20.4,97,0,9
A,3,2016/10/07 12:00,971.01,1008.9,1013.9,319,1.8,20.7,98,0.6,12
A,3,2016/10/07 15:00,1145.29,1008.9,1013.9,353,2.5,20.9,98,2.5,15
A,3,2016/10/07 18:00,994,1008.1,1013.1,342,4.1,20.4,97,2,18
A,3,2016/10/07 21:00,826.87,1008.2,1013.2,355,4.8,20,97,1.9,21
A,3,2016/10/08 0:00,484.68,1010.6,1015.6,2,4.2,19.4,94,1,0
A,3,2016/10/08 3:00,577.26,1011,1016,5,5.5,20.3,81,0,3
A,3,2016/10/08 6:00,1055.61,1010.1,1015.1,17,3.6,22.1,72,0,6
A,3,2016/10/08 9:00,1013.91,1011.1,1016.1,357,3.2,20.5,80,0,9
A,3,2016/10/08 12:00,964.37,1013.9,1019,41,4.6,20.2,66,0,12
A,3,2016/10/08 15:00,981.93,1014.9,1020,15,5.5,18.6,60,0,15
A,3,2016/10/08 18:00,953.01,1014.9,1020,340,2.4,16.4,73,0,18
A,3,2016/10/08 21:00,713.55,1015.2,1020.3,354,3.3,16.5,64,0,21
A,3,2016/10/09 0:00,459.4,1016.4,1021.5,1,4,17.5,66,0,0
A,3,2016/10/09 3:00,495.91,1016.1,1021.2,66,2.5,21.4,56,0,3
A,3,2016/10/09 6:00,1285.62,1014,1019.1,54,3.5,21.7,49,0,6
A,3,2016/10/09 9:00,1093.35,1014.3,1019.4,28,5.6,20.4,55,0,9
A,3,2016/10/09 12:00,1008.97,1016.1,1021.2,52,6,18.8,58,0,12
A,3,2016/10/09 15:00,954.19,1016.3,1021.4,57,4.4,17.1,60,0,15
A,3,2016/10/09 18:00,927.13,1015.4,1020.5,4,1.3,15.4,67,0,18
A,3,2016/10/09 21:00,643.06,1014.5,1019.6,333,2.5,14.1,80,0,21
A,3,2016/10/10 0:00,445.61,,,,,,,,0
A,3,2016/10/10 3:00,691.39,,,,,,,,3
A,3,2016/10/10 6:00,1243.91,,,,,,,,6
A,3,2016/10/10 9:00,1159.67,,,,,,,,9
A,3,2016/10/10 12:00,1087.47,,,,,,,,12
A,3,2016/10/10 15:00,978.77,,,,,,,,15
A,3,2016/10/10 18:00,1060.17,,,,,,,,18
A,3,2016/10/10 21:00,753.18,,,,,,,,21
A,3,2016/10/11 0:00,264.37,1015.5,1020.6,351,2.2,18.7,74,0,0
A,3,2016/10/11 3:00,552.27,1014.7,1019.7,45,3.5,21.2,66,0,3
A,3,2016/10/11 6:00,1209.86,1012.8,1017.8,64,3,23.8,50,0,6
A,3,2016/10/11 9:00,1057,1013.2,1018.2,87,2.4,23,56,0,9
A,3,2016/10/11 12:00,1085.86,1015.1,1020.2,105,3.5,21.6,70,0,12
A,3,2016/10/11 15:00,1032.12,1015.9,1020.9,45,2.8,20.3,66,0,15
A,3,2016/10/11 18:00,1175.53,1015.7,1020.7,347,2.3,18.8,73,0,18
A,3,2016/10/11 21:00,552.54,1016.7,1021.7,4,1.9,19.2,74,0,21
A,3,2016/10/12 0:00,415.25,1018.4,1023.5,56,4.5,19.9,60,0,0
A,3,2016/10/12 3:00,421.35,1018.3,1023.4,46,2.9,20.9,68,0,3
A,3,2016/10/12 6:00,1325.88,1016.4,1021.5,100,3.1,22.1,59,0,6
A,3,2016/10/12 9:00,1128.75,1016.5,1021.6,39,3.7,21.2,57,0,9
A,3,2016/10/12 12:00,908.68,1017.4,1022.5,360,1.4,20.4,63,0,12
A,3,2016/10/12 15:00,961.1,1017,1022.1,326,1.6,19.3,78,0,15
A,3,2016/10/12 18:00,994.69,1016.1,1021.1,327,1.9,18.9,83,0,18
A,3,2016/10/12 21:00,692.67,1015.8,1020.9,14,2.3,19.3,79,0,21
A,3,2016/10/13 0:00,503.03,1017,1022.1,74,2,19.8,78,0,0
A,3,2016/10/13 3:00,443.58,1017.6,1022.7,39,3.7,21.4,64,0,3
A,3,2016/10/13 6:00,1160.28,1015.2,1020.2,48,2.3,21.6,63,0,6
A,3,2016/10/13 9:00,1145.39,1015.3,1020.3,46,2.3,21.3,61,0,9
A,3,2016/10/13 12:00,956.54,1016.8,1021.9,24,2.2,20.3,69,0,12
A,3,2016/10/13 15:00,1019.83,1016.6,1021.6,41,1.8,19.8,71,0,15
A,3,2016/10/13 18:00,956.16,1015.8,1020.9,352,1.5,19.1,75,0,18
A,3,2016/10/13 21:00,855.39,1015.9,1021,352,2.5,18,89,0.3,21
A,3,2016/10/14 0:00,237.68,1017.4,1022.5,46,3,18.4,88,0,0
A,3,2016/10/14 3:00,456.58,1017.8,1022.9,2,1.6,18.8,82,0,3
A,3,2016/10/14 6:00,1319.56,1015.8,1020.9,359,1.9,18.5,84,0,6
A,3,2016/10/14 9:00,1190.61,1015.5,1020.6,349,2,18.2,81,0,9
A,3,2016/10/14 12:00,657.22,1016.5,1021.6,1,1.4,18.3,83,0,12
A,3,2016/10/14 15:00,798.24,1015.9,1021,354,1.8,18.2,87,0,15
A,3,2016/10/14 18:00,1220.43,1015.4,1020.5,202,1.1,18.4,89,0,18
A,3,2016/10/14 21:00,970.52,1015.2,1020.3,360,2.3,18.5,90,0,21
A,3,2016/10/15 0:00,324.94,1016.5,1021.6,35,2,19,95,0,0
A,3,2016/10/15 3:00,371.77,1015.8,1020.9,357,1.1,19.8,94,0.6,3
A,3,2016/10/15 6:00,2105.45,1013.7,1018.8,334,1.5,20.3,96,0.1,6
A,3,2016/10/15 9:00,2321.63,1013.7,1018.8,333,2.2,20.3,96,0,9
A,3,2016/10/15 12:00,1008.39,1014.5,1019.6,344,0.9,20,97,0,12
A,3,2016/10/15 15:00,1306.22,1013.9,1019,999017,0,19.8,97,0,15
A,3,2016/10/15 18:00,1441.54,1012.9,1017.9,215,1.7,19.7,97,0,18
A,3,2016/10/15 21:00,848.35,1012.8,1017.8,216,3.2,19.6,97,0,21
A,3,2016/10/16 0:00,489.18,1013.9,1018.9,327,0.6,20.4,95,0,0
A,3,2016/10/16 3:00,575.44,1013.9,1018.9,342,2.2,24.6,76,0,3
A,3,2016/10/16 6:00,989.08,1011.7,1016.7,301,1.8,26.8,67,0,6
A,3,2016/10/16 9:00,1380.32,1011.7,1016.7,10,4.1,24.9,74,0,9
A,3,2016/10/16 12:00,1107.83,1013.8,1018.8,353,4.3,22.7,77,0,12
A,3,2016/10/16 15:00,1195.21,1014.7,1019.7,7,2.1,21.9,80,0,15
A,3,2016/10/16 18:00,931,1014.5,1019.5,344,2,21.3,83,0,18
A,3,2016/10/16 21:00,789.39,1014.2,1019.2,35,3,20.4,81,0,21
A,3,2016/10/17 0:00,256.88,1015.6,1020.6,35,2.1,20.1,80,0,0
A,3,2016/10/17 3:00,606.55,1015.6,1020.6,104,1.5,19.6,90,0.1,3
A,3,2016/10/17 6:00,1825.81,1013.4,1018.4,81,1.2,21.3,79,0,6
A,3,2016/10/17 9:00,1393.7,1013.7,1018.7,109,1.1,20.9,79,0,9
A,3,2016/10/17 12:00,873.02,1014.3,1019.4,17,0.7,19.6,87,0,12
A,3,2016/10/17 15:00,1099.64,1014.7,1019.8,222,0.9,18.9,92,0,15
A,3,2016/10/17 18:00,1034.11,1014,1019,341,1.5,19.1,92,0,18
A,3,2016/10/17 21:00,927.01,1013.9,1018.9,322,2.5,19.3,90,0,21
A,2,2016/07/19 0:00,275.47,1000.9,1005.8,219,3.3,27.5,81,0,0
A,2,2016/07/19 3:00,400.19,1000.5,1005.3,212,3.8,31.7,65,0,3
A,2,2016/07/19 6:00,596.18,999.7,1004.5,239,1.9,31.8,64,0,6
A,2,2016/07/19 9:00,596.32,998.7,1003.5,218,2,31.5,69,0,9
A,2,2016/07/19 12:00,541.57,1000.2,1005,215,0.7,30,77,0,12
A,2,2016/07/19 15:00,638.57,1001,1005.8,202,1.5,29,80,0,15
A,2,2016/07/19 18:00,633.76,999.6,1004.4,198,2.1,27.7,88,0,18
A,2,2016/07/19 21:00,570.63,999,1003.8,208,2,26.5,93,0,21
A,2,2016/07/20 0:00,380.25,1000.2,1005,200,2.9,30.3,72,0,0
A,2,2016/07/20 3:00,552.97,999.7,1004.5,207,5.4,34.8,48,0,3
A,2,2016/07/20 6:00,883.39,998.7,1003.5,199,4.7,37.1,41,0,6
A,2,2016/07/20 9:00,726.91,998.7,1003.5,217,3.4,37,40,0,9
A,2,2016/07/20 12:00,542.17,1000.2,1005,224,2.5,33,53,0,12
A,2,2016/07/20 15:00,606.6,1001.3,1006.1,208,2.1,30.6,63,0,15
A,2,2016/07/20 18:00,667.19,1000.9,1005.7,210,2.5,29,69,0,18
A,2,2016/07/20 21:00,528.09,1001.7,1006.5,222,2.3,27.3,79,0,21
A,2,2016/07/21 0:00,345.06,1003,1007.8,197,1.8,31.1,63,0,0
A,2,2016/07/21 3:00,436.79,1002.4,1007.2,210,4.6,35.6,47,0,3
A,2,2016/07/21 6:00,847.6,1001.5,1006.3,205,4.7,37.2,44,0,6
A,2,2016/07/21 9:00,700.53,1000.2,1005,195,3.2,37.6,42,0,9
A,2,2016/07/21 12:00,600.88,1001,1005.8,258,1.6,33.5,53,0,12
A,2,2016/07/21 15:00,650.71,1001.9,1006.7,208,3.2,31.4,66,0,15
A,2,2016/07/21 18:00,571.01,1001.7,1006.5,207,2.4,29.9,70,0,18
A,2,2016/07/21 21:00,557.01,1002.1,1006.9,199,2.5,29,75,0,21
A,2,2016/07/22 0:00,347.17,1003.2,1008,194,1.9,31.6,68,0,0
A,2,2016/07/22 3:00,528.82,1002.7,1007.5,212,3,35.5,51,0,3
A,2,2016/07/22 6:00,708.23,1001,1005.8,220,3.6,37.6,45,0,6
A,2,2016/07/22 9:00,664.57,1000,1004.8,226,1.9,37.2,45,0,9
A,2,2016/07/22 12:00,671.66,1000.7,1005.5,238,1.7,33.4,54,0,12
A,2,2016/07/22 15:00,727.45,1001.7,1006.5,190,1.6,31.3,67,0,15
A,2,2016/07/22 18:00,718.39,1000.9,1005.7,205,2.1,29.8,74,0,18
A,2,2016/07/22 21:00,540.61,1001.2,1006,207,1.3,27.7,83,0,21
A,2,2016/07/23 0:00,0,1002.7,1007.5,221,2.4,31.3,69,0,0
A,2,2016/07/23 3:00,0,1002.5,1007.3,169,2.6,36.2,52,0,3
A,2,2016/07/23 6:00,1028.6,1000.5,1005.3,206,1.8,38.3,42,0,6
A,2,2016/07/23 9:00,910.31,999.7,1004.5,236,1.6,38,45,0,9
A,2,2016/07/23 12:00,646.89,1000.9,1005.7,106,1.5,35.6,50,0,12
A,2,2016/07/23 15:00,812.46,1001.9,1006.6,150,1.2,33.6,61,0,15
A,2,2016/07/23 18:00,608.25,1001.6,1006.3,213,1.1,31.1,71,0,18
A,2,2016/07/23 21:00,595.01,1002,1006.8,223,1.8,29,82,0,21
A,2,2016/07/24 0:00,447.12,1003.2,1008,225,1.2,32.1,70,0,0
A,2,2016/07/24 3:00,342.45,1003.3,1008,181,1.9,36.8,52,0,3
A,2,2016/07/24 6:00,597.61,1001.6,1006.3,285,1.7,38.8,40,0,6
A,2,2016/07/24 9:00,601.72,1001,1005.8,177,0.9,39.4,38,0,9
A,2,2016/07/24 12:00,570.1,1001.8,1006.6,96,2.1,35,61,0,12
A,2,2016/07/24 15:00,614.45,1003,1007.7,190,1.4,33.3,65,0,15
A,2,2016/07/24 18:00,606.01,1002.2,1006.9,113,0.5,31.1,72,0,18
A,2,2016/07/24 21:00,364.58,1002.8,1007.6,214,1.9,29.9,79,0,21
A,2,2016/07/25 0:00,424.76,1003.8,1008.6,185,1.6,32.1,73,0,0
A,2,2016/07/25 3:00,292.32,1003,1007.8,191,2.5,35.5,58,0,3
A,2,2016/07/25 6:00,975.86,1001,1005.7,198,2,38.8,43,0,6
A,2,2016/07/25 9:00,647.97,1000.2,1005,79,4.1,37.6,50,0,9
A,2,2016/07/25 12:00,645.29,1001.2,1006,80,2.8,35.4,53,0,12
A,2,2016/07/25 15:00,640.4,1001.9,1006.7,271,0.6,32.9,69,0,15
A,2,2016/07/25 18:00,611.89,1000.9,1005.6,201,1.4,31.2,76,0,18
A,2,2016/07/25 21:00,529.31,1001.4,1006.2,235,1.7,29.6,82,0,21
A,2,2016/07/26 0:00,440.58,1002,1006.8,200,2.7,31.9,72,0,0
A,2,2016/07/26 3:00,341.98,1001,1005.7,180,2.7,36.2,56,0,3
A,2,2016/07/26 6:00,694.52,999,1003.7,254,2.2,38.4,43,0,6
A,2,2016/07/26 9:00,620.59,998.2,1002.9,291,1.5,38.8,42,0,9
A,2,2016/07/26 12:00,595.19,999.6,1004.4,197,1.1,32.3,57,0,12
A,2,2016/07/26 15:00,653.75,1000.6,1005.4,352,0.7,31.5,61,0,15
A,2,2016/07/26 18:00,806.54,1000,1004.7,201,1.3,30.2,75,0,18
A,2,2016/07/26 21:00,538.7,1000.6,1005.4,184,1.5,29.5,80,0,21
A,2,2016/07/27 0:00,488.49,1001.5,1006.3,233,3.1,31.9,72,0,0
A,2,2016/07/27 3:00,461.58,1000.5,1005.3,209,2.8,36.6,54,0,3
A,2,2016/07/27 6:00,862.08,998.8,1003.5,189,1.7,38.6,42,0,6
A,2,2016/07/27 9:00,632.99,998.7,1003.4,240,2.8,38.2,42,0,9
A,2,2016/07/27 12:00,617.47,1001.4,1006.2,135,1.6,31.5,55,0,12
A,2,2016/07/27 15:00,715.71,1000.7,1005.5,221,2,30.8,58,0,15
A,2,2016/07/27 18:00,635.34,1001.1,1005.8,281,0.9,30.1,69,0,18
A,2,2016/07/27 21:00,442.47,1001.1,1005.9,222,1.4,29.5,75,0,21
A,2,2016/07/28 0:00,297.14,1001.9,1006.7,242,1.7,31.9,70,0,0
A,2,2016/07/28 3:00,411.48,1001.5,1006.3,206,1.4,36.7,55,0,3
A,2,2016/07/28 6:00,647.39,1000.3,1005,202,3.3,38.6,43,0,6
A,2,2016/07/28 9:00,521.2,999.7,1004.5,128,2,38,44,0,9
A,2,2016/07/28 12:00,557.1,1000.4,1005.2,135,1.7,34.7,54,0,12
A,2,2016/07/28 15:00,651.1,1001.5,1006.2,169,1.8,33.5,58,0,15
A,2,2016/07/28 18:00,737.15,1001.3,1006,228,2.7,30.7,70,0,18
A,2,2016/07/28 21:00,570.62,1001.4,1006.2,220,1.8,29.6,72,0,21
A,2,2016/07/29 0:00,524.64,1002.9,1007.7,216,2.4,31.9,65,0,0
A,2,2016/07/29 3:00,816.44,1002.7,1007.4,300,2.3,36.3,49,0,3
A,2,2016/07/29 6:00,688.46,1001,1005.7,27,2.4,38.3,43,0,6
A,2,2016/07/29 9:00,644.1,1000.3,1005.1,82,5.4,38,44,0,9
A,2,2016/07/29 12:00,633.13,1001.7,1006.5,98,2.3,34.2,57,0,12
A,2,2016/07/29 15:00,783.67,1002.2,1007,184,1.5,32.8,63,0,15
A,2,2016/07/29 18:00,718.3,1001.5,1006.2,230,0.9,30.9,71,0,18
A,2,2016/07/29 21:00,680.45,1002.1,1006.9,222,1.5,29.3,77,0,21
A,2,2016/07/30 0:00,353.37,1003.4,1008.2,213,1,31.9,66,0,0
A,2,2016/07/30 3:00,532.89,1003.3,1008.1,159,1.3,36.3,52,0,3
A,2,2016/07/30 6:00,631.01,1002.1,1006.9,50,4,37,47,0,6
A,2,2016/07/30 9:00,934.12,1000.6,1005.4,80,2.8,36.1,53,0,9
A,2,2016/07/30 12:00,536.55,1001.9,1006.7,61,2.9,33.1,68,0,12
A,2,2016/07/30 15:00,681.72,1003,1007.8,57,1.9,31.8,71,0,15
A,2,2016/07/30 18:00,588.72,1002.7,1007.5,162,2.4,30.7,68,0,18
A,2,2016/07/30 21:00,752.73,1002.5,1007.3,125,1.9,29.5,68,0,21
A,2,2016/07/31 0:00,435.01,1003.9,1008.7,161,3.4,31.2,63,0,0
A,2,2016/07/31 3:00,423.07,1003.7,1008.5,105,1,34.8,50,0,3
A,2,2016/07/31 6:00,518.92,1002,1006.8,39,3.4,35.8,49,0,6
A,2,2016/07/31 9:00,654.79,1000.8,1005.6,81,4.9,34.4,60,0,9
A,2,2016/07/31 12:00,553.35,1002.1,1006.9,64,4.4,31.7,65,0,12
A,2,2016/07/31 15:00,614.95,1003.2,1008,126,1.9,30.4,65,0,15
A,2,2016/07/31 18:00,587.79,1002.2,1007,115,1.9,29.2,70,0,18
A,2,2016/07/31 21:00,526.24,1002.8,1007.6,116,0.9,28.2,72,0,21
A,2,2016/08/01 0:00,321.7,1003.5,1008.3,102,1.8,31.7,61,0,0
A,2,2016/08/01 3:00,305.05,1002.4,1007.2,151,1.7,33.7,56,0,3
A,2,2016/08/01 6:00,774.72,1001.1,1005.9,65,2.5,34.4,56,0,6
A,2,2016/08/01 9:00,606.77,1000.1,1004.9,80,2.1,34.5,59,0,9
A,2,2016/08/01 12:00,495.61,1000.9,1005.7,57,2,31,77,0,12
A,2,2016/08/01 15:00,558.83,1001.8,1006.6,125,1.4,30.9,76,0,15
A,2,2016/08/01 18:00,552.7,1001.2,1006,177,2.5,30.3,69,0,18
A,2,2016/08/01 21:00,480.11,1000.9,1005.7,172,1.4,29.2,73,0,21
A,2,2016/08/02 0:00,251.7,1001.9,1006.7,195,1.7,30.8,65,0,0
A,2,2016/08/02 3:00,491.98,1001.8,1006.6,175,3,34.9,53,0,3
A,2,2016/08/02 6:00,703.51,999.5,1004.3,216,2.8,37.3,44,0,6
A,2,2016/08/02 9:00,765.66,998,1002.8,51,1.7,34.8,56,0,9
A,2,2016/08/02 12:00,602.13,1000.1,1004.9,88,2.3,30.9,70,0,12
A,2,2016/08/02 15:00,650.19,1003.1,1007.9,310,3.1,24.5,94,4.8,15
A,2,2016/08/02 18:00,630.73,1002.5,1007.3,221,1.8,24.7,96,3.6,18
A,2,2016/08/02 21:00,458.22,1001.5,1006.3,215,2.7,24.9,95,0.3,21
A,2,2016/08/03 0:00,493.99,1003.2,1008.1,227,0.7,26.2,89,0,0
A,2,2016/08/03 3:00,439.44,1003.9,1008.8,332,1.8,30.8,70,0,3
A,2,2016/08/03 6:00,804.17,1002.4,1007.2,334,2.7,33,62,0,6
A,2,2016/08/03 9:00,610.78,1001.8,1006.6,28,1.7,32.2,63,0,9
A,2,2016/08/03 12:00,597.02,1003.2,1008.1,203,3.8,29.7,75,0,12
A,2,2016/08/03 15:00,575.56,1004.2,1009.1,266,1.8,26.7,86,0,15
A,2,2016/08/03 18:00,547,1002.8,1007.6,226,1.8,26,85,0,18
A,2,2016/08/03 21:00,505.42,1003.5,1008.3,999017,0,25.6,89,0,21
A,2,2016/08/04 0:00,403.11,1004.5,1009.3,223,2.5,28.4,79,0,0
A,2,2016/08/04 3:00,557.17,1004.3,1009.1,207,2,31.7,66,0,3
A,2,2016/08/04 6:00,659.29,1002.3,1007.1,302,2.3,34.8,53,0,6
A,2,2016/08/04 9:00,797.38,1001.9,1006.8,177,2.3,28.1,84,0.7,9
A,2,2016/08/04 12:00,569.17,1004.3,1009.2,242,1.1,26.4,94,1.4,12
A,2,2016/08/04 15:00,721.3,1004.4,1009.3,207,2.4,25.5,95,0,15
A,2,2016/08/04 18:00,620.95,1004,1008.8,206,1.5,25.2,95,0,18
A,2,2016/08/04 21:00,401.06,1003.6,1008.5,273,0.5,24.9,94,0,21
A,2,2016/08/05 0:00,498.43,1004.5,1009.4,200,0.6,27.1,87,0,0
A,2,2016/08/05 3:00,521.92,1003.6,1008.5,280,1.9,31.5,70,0,3
A,2,2016/08/05 6:00,596.72,1001.9,1006.7,88,1.6,33.7,57,0,6
A,2,2016/08/05 9:00,596.83,1000.6,1005.4,999017,0,32.5,64,0,9
A,2,2016/08/05 12:00,644.15,1002,1006.8,305,2.9,29.5,76,0,12
A,2,2016/08/05 15:00,767.41,1002.6,1007.4,303,1.9,29,79,0,15
A,2,2016/08/05 18:00,821.2,1001.5,1006.3,295,2.4,28.6,83,0,18
A,2,2016/08/05 21:00,675.44,1001.1,1005.9,295,1.9,27.3,89,0,21
A,2,2016/08/06 0:00,307.26,1001.4,1006.2,251,0.9,29,82,0,0
A,2,2016/08/06 3:00,465.6,1000.8,1005.6,290,1.7,32.3,65,0,3
A,2,2016/08/06 6:00,615.17,999,1003.8,999017,0,28.1,88,2,6
A,2,2016/08/06 9:00,395,998.5,1003.3,96,1.7,30.3,77,0,9
A,2,2016/08/06 12:00,608.31,999.2,1004,82,1.6,29.7,81,0,12
A,2,2016/08/06 15:00,586.24,999.7,1004.5,103,1.8,28.6,79,0,15
A,2,2016/08/06 18:00,561.19,998.7,1003.5,111,1.4,27.7,81,0,18
A,2,2016/08/06 21:00,399.41,998.9,1003.7,110,1,26.9,88,0,21
A,2,2016/08/07 0:00,334.98,999.6,1004.4,170,2.9,29.4,73,0,0
A,2,2016/08/07 3:00,514.22,999.2,1004,109,1.5,33.5,57,0,3
A,2,2016/08/07 6:00,482.37,997.7,1002.5,92,3.9,34.9,53,0,6
A,2,2016/08/07 9:00,562.21,997.1,1001.9,78,6.5,32.7,62,0,9
A,2,2016/08/07 12:00,537.85,998.9,1003.7,72,3.3,30.5,69,0,12
A,2,2016/08/07 15:00,522.85,1000,1004.8,95,4,29.5,66,0,15
A,2,2016/08/07 18:00,563.11,999.4,1004.2,85,1.6,27.8,74,0,18
A,2,2016/08/07 21:00,441.77,999.6,1004.4,88,1.9,27,80,0,21
A,2,2016/08/08 0:00,382.14,999.9,1004.7,67,2.4,30.1,67,0,0
A,2,2016/08/08 3:00,654.48,1000.1,1004.9,107,2.1,32.7,60,0,3
A,2,2016/08/08 6:00,689.28,998.3,1003.1,86,4.1,34.7,50,0,6
A,2,2016/08/08 9:00,659.82,998,1002.8,63,4.9,32.7,55,0,9
A,2,2016/08/08 12:00,506.7,999.7,1004.5,83,1.9,29.8,75,0,12
A,2,2016/08/08 15:00,306.79,1000.5,1005.3,98,4.1,28.9,75,0,15
A,2,2016/08/08 18:00,444.64,999.7,1004.5,112,1.2,28.1,77,0,18
A,2,2016/08/08 21:00,422.42,999.8,1004.6,290,1.1,25.1,95,0.7,21
A,2,2016/08/09 0:00,349.17,1000.6,1005.5,18,1,25.4,95,14.2,0
A,2,2016/08/09 3:00,457.84,999.9,1004.7,292,1.5,27.4,93,2.4,3
A,2,2016/08/09 6:00,589.16,998.4,1003.2,59,2,31.7,70,0,6
A,2,2016/08/09 9:00,653.39,998.1,1003,59,3.2,28.6,88,2.7,9
A,2,2016/08/09 12:00,518.04,999.7,1004.6,70,1.3,28.4,89,0,12
A,2,2016/08/09 15:00,619.51,1000.7,1005.6,93,2.1,28.2,89,0,15
A,2,2016/08/09 18:00,675.14,1000,1004.8,93,1.3,27.9,91,0,18
A,2,2016/08/09 21:00,558.63,1000.4,1005.2,80,1.6,27.6,91,0,21
A,2,2016/08/10 0:00,300.5,1001.5,1006.3,45,1.8,28.7,86,0,0
A,2,2016/08/10 3:00,585.52,1001.2,1006,133,1.9,32.8,66,0,3
A,2,2016/08/10 6:00,641.65,1000,1004.8,58,3.2,33.9,62,0,6
A,2,2016/08/10 9:00,532.45,1000,1004.8,102,4.5,32.3,73,0,9
A,2,2016/08/10 12:00,588.32,1001.4,1006.2,69,1.7,30.2,84,0,12
