,intersection_id,tollgate_id,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,hour,week,minute,travel_time
21848,1,3,1008.9,1013.9,353.0,2.5,20.9,98.0,2.5,16,5,0,106.731666667
21849,1,3,1008.9,1013.9,353.0,2.5,20.9,98.0,2.5,16,5,20,102.685555556
21892,1,3,1008.1,1013.1,342.0,4.1,20.4,97.0,2.0,16,5,40,106.161666667
21893,1,3,1008.1,1013.1,342.0,4.1,20.4,97.0,2.0,17,5,0,115.1275
21894,1,3,1008.1,1013.1,342.0,4.1,20.4,97.0,2.0,17,5,20,102.683333333
21895,1,3,1008.1,1013.1,342.0,4.1,20.4,97.0,2.0,17,5,40,109.855555556
21896,1,3,1008.1,1013.1,342.0,4.1,20.4,97.0,2.0,18,5,0,105.605454545
21897,1,3,1008.1,1013.1,342.0,4.1,20.4,97.0,2.0,18,5,20,111.218333333
21898,1,3,1008.1,1013.1,342.0,4.1,20.4,97.0,2.0,18,5,40,153.806666667
21899,1,3,1008.1,1013.1,342.0,4.1,20.4,97.0,2.0,19,5,0,96.76
21900,1,3,1008.1,1013.1,342.0,4.1,20.4,97.0,2.0,19,5,20,103.441333333
21942,1,3,1008.2,1013.2,355.0,4.8,20.0,97.0,1.9,19,5,40,87.76375
21943,1,3,1008.2,1013.2,355.0,4.8,20.0,97.0,1.9,20,5,0,122.99
21944,1,3,1008.2,1013.2,355.0,4.8,20.0,97.0,1.9,20,5,20,113.5225
21945,1,3,1008.2,1013.2,355.0,4.8,20.0,97.0,1.9,20,5,40,98.8877777778
21946,1,3,1008.2,1013.2,355.0,4.8,20.0,97.0,1.9,21,5,0,91.4766666667
21947,1,3,1008.2,1013.2,355.0,4.8,20.0,97.0,1.9,21,5,20,88.7416666667
21948,1,3,1008.2,1013.2,355.0,4.8,20.0,97.0,1.9,21,5,40,94.055
21949,1,3,1008.2,1013.2,355.0,4.8,20.0,97.0,1.9,22,5,0,102.423333333
21950,1,3,1008.2,1013.2,355.0,4.8,20.0,97.0,1.9,22,5,20,62.32
21982,1,3,1010.6,1015.6,2.0,4.2,19.4,94.0,1.0,22,5,40,97.904
21983,1,3,1010.6,1015.6,2.0,4.2,19.4,94.0,1.0,23,5,0,101.576666667
21984,1,3,1010.6,1015.6,2.0,4.2,19.4,94.0,1.0,23,5,20,100.6775
21985,1,3,1010.6,1015.6,2.0,4.2,19.4,94.0,1.0,23,5,40,87.695
21986,1,3,1010.6,1015.6,2.0,4.2,19.4,94.0,1.0,0,6,20,99.8166666667
21987,1,3,1010.6,1015.6,2.0,4.2,19.4,94.0,1.0,0,6,40,102.51
21988,1,3,1010.6,1015.6,2.0,4.2,19.4,94.0,1.0,1,6,0,100.17
21989,1,3,1010.6,1015.6,2.0,4.2,19.4,94.0,1.0,1,6,20,89.64
22007,1,3,1011.0,1016.0,5.0,5.5,20.3,81.0,0.0,2,6,0,92.54
22008,1,3,1011.0,1016.0,5.0,5.5,20.3,81.0,0.0,4,6,0,76.37
22022,1,3,1010.1,1015.1,17.0,3.6,22.1,72.0,0.0,4,6,40,174.58
22023,1,3,1010.1,1015.1,17.0,3.6,22.1,72.0,0.0,5,6,0,104.075
22024,1,3,1010.1,1015.1,17.0,3.6,22.1,72.0,0.0,5,6,20,104.655
22025,1,3,1010.1,1015.1,17.0,3.6,22.1,72.0,0.0,5,6,40,117.57
22026,1,3,1010.1,1015.1,17.0,3.6,22.1,72.0,0.0,6,6,0,95.3933333333
22027,1,3,1010.1,1015.1,17.0,3.6,22.1,72.0,0.0,6,6,20,66.025
22028,1,3,1010.1,1015.1,17.0,3.6,22.1,72.0,0.0,6,6,40,87.74
22029,1,3,1010.1,1015.1,17.0,3.6,22.1,72.0,0.0,7,6,0,130.296
22030,1,3,1010.1,1015.1,17.0,3.6,22.1,72.0,0.0,7,6,20,153.505
22055,1,3,1011.1,1016.1,357.0,3.2,20.5,80.0,0.0,7,6,40,138.935
22056,1,3,1011.1,1016.1,357.0,3.2,20.5,80.0,0.0,8,6,0,130.458461538
22057,1,3,1011.1,1016.1,357.0,3.2,20.5,80.0,0.0,8,6,20,137.6675
22058,1,3,1011.1,1016.1,357.0,3.2,20.5,80.0,0.0,8,6,40,115.591666667
22059,1,3,1011.1,1016.1,357.0,3.2,20.5,80.0,0.0,9,6,0,158.875714286
22060,1,3,1011.1,1016.1,357.0,3.2,20.5,80.0,0.0,9,6,20,117.273333333
22061,1,3,1011.1,1016.1,357.0,3.2,20.5,80.0,0.0,9,6,40,109.445
22062,1,3,1011.1,1016.1,357.0,3.2,20.5,80.0,0.0,10,6,0,108.0175
22063,1,3,1011.1,1016.1,357.0,3.2,20.5,80.0,0.0,10,6,20,100.296
22104,1,3,1013.9,1019.0,41.0,4.6,20.2,66.0,0.0,10,6,40,83.3877777778
22105,1,3,1013.9,1019.0,41.0,4.6,20.2,66.0,0.0,11,6,0,162.837142857
22106,1,3,1013.9,1019.0,41.0,4.6,20.2,66.0,0.0,11,6,20,82.88
22107,1,3,1013.9,1019.0,41.0,4.6,20.2,66.0,0.0,11,6,40,90.886
22108,1,3,1013.9,1019.0,41.0,4.6,20.2,66.0,0.0,12,6,0,100.215714286
22109,1,3,1013.9,1019.0,41.0,4.6,20.2,66.0,0.0,12,6,20,105.385
22110,1,3,1013.9,1019.0,41.0,4.6,20.2,66.0,0.0,12,6,40,88.15125
22111,1,3,1013.9,1019.0,41.0,4.6,20.2,66.0,0.0,13,6,0,120.615714286
22112,1,3,1013.9,1019.0,41.0,4.6,20.2,66.0,0.0,13,6,20,102.3875
22149,1,3,1014.9,1020.0,15.0,5.5,18.6,60.0,0.0,13,6,40,138.428
22150,1,3,1014.9,1020.0,15.0,5.5,18.6,60.0,0.0,14,6,0,100.6425
22151,1,3,1014.9,1020.0,15.0,5.5,18.6,60.0,0.0,14,6,20,103.876
22152,1,3,1014.9,1020.0,15.0,5.5,18.6,60.0,0.0,14,6,40,104.66
22153,1,3,1014.9,1020.0,15.0,5.5,18.6,60.0,0.0,15,6,0,100.641666667
22154,1,3,1014.9,1020.0,15.0,5.5,18.6,60.0,0.0,15,6,20,106.438333333
22155,1,3,1014.9,1020.0,15.0,5.5,18.6,60.0,0.0,15,6,40,88.83
22156,1,3,1014.9,1020.0,15.0,5.5,18.6,60.0,0.0,16,6,0,97.3115384615
22157,1,3,1014.9,1020.0,15.0,5.5,18.6,60.0,0.0,16,6,20,93.6314285714
22200,1,3,1014.9,1020.0,340.0,2.4,16.4,73.0,0.0,16,6,40,154.798333333
22201,1,3,1014.9,1020.0,340.0,2.4,16.4,73.0,0.0,17,6,0,113.912222222
22202,1,3,1014.9,1020.0,340.0,2.4,16.4,73.0,0.0,17,6,20,121.5925
22203,1,3,1014.9,1020.0,340.0,2.4,16.4,73.0,0.0,17,6,40,104.776
22204,1,3,1014.9,1020.0,340.0,2.4,16.4,73.0,0.0,18,6,0,101.94625
22205,1,3,1014.9,1020.0,340.0,2.4,16.4,73.0,0.0,18,6,20,100.755714286
22206,1,3,1014.9,1020.0,340.0,2.4,16.4,73.0,0.0,18,6,40,114.7475
22207,1,3,1014.9,1020.0,340.0,2.4,16.4,73.0,0.0,19,6,0,106.893333333
22208,1,3,1014.9,1020.0,340.0,2.4,16.4,73.0,0.0,19,6,20,119.216
22242,1,3,1015.2,1020.3,354.0,3.3,16.5,64.0,0.0,19,6,40,101.466666667
22243,1,3,1015.2,1020.3,354.0,3.3,16.5,64.0,0.0,20,6,0,117.07
22244,1,3,1015.2,1020.3,354.0,3.3,16.5,64.0,0.0,20,6,20,92.475
22245,1,3,1015.2,1020.3,354.0,3.3,16.5,64.0,0.0,20,6,40,98.43
22246,1,3,1015.2,1020.3,354.0,3.3,16.5,64.0,0.0,21,6,0,133.03
22247,1,3,1015.2,1020.3,354.0,3.3,16.5,64.0,0.0,21,6,20,99.768
22248,1,3,1015.2,1020.3,354.0,3.3,16.5,64.0,0.0,21,6,40,94.1066666667
22249,1,3,1015.2,1020.3,354.0,3.3,16.5,64.0,0.0,22,6,0,89.63
22250,1,3,1015.2,1020.3,354.0,3.3,16.5,64.0,0.0,22,6,20,82.6166666667
22275,1,3,1016.4,1021.5,1.0,4.0,17.5,66.0,0.0,22,6,40,64.105
22276,1,3,1016.4,1021.5,1.0,4.0,17.5,66.0,0.0,23,6,20,80.56
22277,1,3,1016.4,1021.5,1.0,4.0,17.5,66.0,0.0,23,6,40,69.72
22278,1,3,1016.4,1021.5,1.0,4.0,17.5,66.0,0.0,0,7,20,156.83
22279,1,3,1016.4,1021.5,1.0,4.0,17.5,66.0,0.0,0,7,40,302.57
22295,1,3,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0,4,7,0,94.12
22296,1,3,1016.1,1021.2,66.0,2.5,21.4,56.0,0.0,4,7,20,84.52
22308,1,3,1014.0,1019.1,54.0,3.5,21.7,49.0,0.0,4,7,40,133.36
22309,1,3,1014.0,1019.1,54.0,3.5,21.7,49.0,0.0,5,7,20,86.35
22310,1,3,1014.0,1019.1,54.0,3.5,21.7,49.0,0.0,5,7,40,97.555
22311,1,3,1014.0,1019.1,54.0,3.5,21.7,49.0,0.0,6,7,0,105.173333333
22312,1,3,1014.0,1019.1,54.0,3.5,21.7,49.0,0.0,6,7,20,119.66
22313,1,3,1014.0,1019.1,54.0,3.5,21.7,49.0,0.0,6,7,40,124.7475
22314,1,3,1014.0,1019.1,54.0,3.5,21.7,49.0,0.0,7,7,0,127.663333333
22315,1,3,1014.0,1019.1,54.0,3.5,21.7,49.0,0.0,7,7,20,150.68
22338,1,3,1014.3,1019.4,28.0,5.6,20.4,55.0,0.0,7,7,40,151.33
22339,1,3,1014.3,1019.4,28.0,5.6,20.4,55.0,0.0,8,7,0,151.226
22340,1,3,1014.3,1019.4,28.0,5.6,20.4,55.0,0.0,8,7,20,173.09
22341,1,3,1014.3,1019.4,28.0,5.6,20.4,55.0,0.0,8,7,40,182.0475
22342,1,3,1014.3,1019.4,28.0,5.6,20.4,55.0,0.0,9,7,0,178.772
22343,1,3,1014.3,1019.4,28.0,5.6,20.4,55.0,0.0,9,7,20,117.688
22344,1,3,1014.3,1019.4,28.0,5.6,20.4,55.0,0.0,9,7,40,131.72
22345,1,3,1014.3,1019.4,28.0,5.6,20.4,55.0,0.0,10,7,0,109.368
22346,1,3,1014.3,1019.4,28.0,5.6,20.4,55.0,0.0,10,7,20,116.88
22388,1,3,1016.1,1021.2,52.0,6.0,18.8,58.0,0.0,10,7,40,96.74875
22389,1,3,1016.1,1021.2,52.0,6.0,18.8,58.0,0.0,11,7,0,133.315
22390,1,3,1016.1,1021.2,52.0,6.0,18.8,58.0,0.0,11,7,20,88.0814285714
22391,1,3,1016.1,1021.2,52.0,6.0,18.8,58.0,0.0,11,7,40,120.78
22392,1,3,1016.1,1021.2,52.0,6.0,18.8,58.0,0.0,12,7,0,114.697142857
22393,1,3,1016.1,1021.2,52.0,6.0,18.8,58.0,0.0,12,7,20,109.783333333
22394,1,3,1016.1,1021.2,52.0,6.0,18.8,58.0,0.0,12,7,40,80.8671428571
22395,1,3,1016.1,1021.2,52.0,6.0,18.8,58.0,0.0,13,7,0,107.693333333
22396,1,3,1016.1,1021.2,52.0,6.0,18.8,58.0,0.0,13,7,20,163.562857143
22440,1,3,1016.3,1021.4,57.0,4.4,17.1,60.0,0.0,13,7,40,88.89
22441,1,3,1016.3,1021.4,57.0,4.4,17.1,60.0,0.0,14,7,0,110.170833333
22442,1,3,1016.3,1021.4,57.0,4.4,17.1,60.0,0.0,14,7,20,86.19
22443,1,3,1016.3,1021.4,57.0,4.4,17.1,60.0,0.0,14,7,40,147.122857143
22444,1,3,1016.3,1021.4,57.0,4.4,17.1,60.0,0.0,15,7,0,106.4425
22445,1,3,1016.3,1021.4,57.0,4.4,17.1,60.0,0.0,15,7,20,74.252
22446,1,3,1016.3,1021.4,57.0,4.4,17.1,60.0,0.0,15,7,40,91.956
22447,1,3,1016.3,1021.4,57.0,4.4,17.1,60.0,0.0,16,7,0,100.255
22448,1,3,1016.3,1021.4,57.0,4.4,17.1,60.0,0.0,16,7,20,117.8
22489,1,3,1015.4,1020.5,4.0,1.3,15.4,67.0,0.0,16,7,40,152.951428571
22490,1,3,1015.4,1020.5,4.0,1.3,15.4,67.0,0.0,17,7,0,100.341666667
22491,1,3,1015.4,1020.5,4.0,1.3,15.4,67.0,0.0,17,7,20,106.752222222
22492,1,3,1015.4,1020.5,4.0,1.3,15.4,67.0,0.0,17,7,40,103.455
22493,1,3,1015.4,1020.5,4.0,1.3,15.4,67.0,0.0,18,7,0,125.34
22494,1,3,1015.4,1020.5,4.0,1.3,15.4,67.0,0.0,18,7,20,138.83
22495,1,3,1015.4,1020.5,4.0,1.3,15.4,67.0,0.0,18,7,40,97.76
22496,1,3,1015.4,1020.5,4.0,1.3,15.4,67.0,0.0,19,7,0,103.11625
22497,1,3,1015.4,1020.5,4.0,1.3,15.4,67.0,0.0,19,7,20,102.718571429
22534,1,3,1014.5,1019.6,333.0,2.5,14.1,80.0,0.0,19,7,40,79.92
22535,1,3,1014.5,1019.6,333.0,2.5,14.1,80.0,0.0,20,7,0,99.2733333333
22536,1,3,1014.5,1019.6,333.0,2.5,14.1,80.0,0.0,20,7,20,98.9
22537,1,3,1014.5,1019.6,333.0,2.5,14.1,80.0,0.0,20,7,40,81.27
22538,1,3,1014.5,1019.6,333.0,2.5,14.1,80.0,0.0,21,7,20,99.262
22539,1,3,1014.5,1019.6,333.0,2.5,14.1,80.0,0.0,21,7,40,112.575
22540,1,3,1014.5,1019.6,333.0,2.5,14.1,80.0,0.0,22,7,0,91.684
22567,1,3,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,22,1,40,125.88
22568,1,3,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,23,1,0,131.09
22569,1,3,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,23,1,20,79.6
22570,1,3,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,0,2,20,107.8
22571,1,3,1015.5,1020.6,351.0,2.2,18.7,74.0,0.0,0,2,40,86.17
22583,1,3,1014.7,1019.7,45.0,3.5,21.2,66.0,0.0,2,2,40,70.4
22584,1,3,1014.7,1019.7,45.0,3.5,21.2,66.0,0.0,3,2,0,117.3
22600,1,3,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,4,2,40,144.36
22601,1,3,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,5,2,0,117.14
22602,1,3,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,5,2,20,96.02
22603,1,3,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,5,2,40,77.4475
22604,1,3,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,6,2,0,97.475
22605,1,3,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,6,2,20,127.896666667
22606,1,3,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,6,2,40,93.582
22607,1,3,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,7,2,0,136.092
22608,1,3,1012.8,1017.8,64.0,3.0,23.8,50.0,0.0,7,2,20,122.095555556
22641,1,3,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,7,2,40,137.731
22642,1,3,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,8,2,0,146.16125
22643,1,3,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,8,2,20,168.431818182
22644,1,3,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,8,2,40,180.401428571
22645,1,3,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,9,2,0,142.722857143
22646,1,3,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,9,2,20,121.82
22647,1,3,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,9,2,40,121.44
22648,1,3,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,10,2,0,134.143
22649,1,3,1013.2,1018.2,87.0,2.4,23.0,56.0,0.0,10,2,20,122.614
22692,1,3,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,10,2,40,85.785
22693,1,3,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,11,2,0,117.578
22694,1,3,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,11,2,20,114.77
22695,1,3,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,11,2,40,96.1385714286
22696,1,3,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,12,2,0,168.925
22697,1,3,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,12,2,20,105.845714286
22698,1,3,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,12,2,40,166.308333333
22699,1,3,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,13,2,0,119.447142857
22700,1,3,1015.1,1020.2,105.0,3.5,21.6,70.0,0.0,13,2,20,117.84375
22742,1,3,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,13,2,40,122.76
22743,1,3,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,14,2,0,84.14
22744,1,3,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,14,2,20,104.73
22745,1,3,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,14,2,40,95.8614285714
22746,1,3,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,15,2,0,110.684
22747,1,3,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,15,2,20,110.432
22748,1,3,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,15,2,40,112.353
22749,1,3,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,16,2,0,102.968571429
22750,1,3,1015.9,1020.9,45.0,2.8,20.3,66.0,0.0,16,2,20,100.21875
22792,1,3,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,16,2,40,97.47625
22793,1,3,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,17,2,0,102.2
22794,1,3,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,17,2,20,149.21875
22795,1,3,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,17,2,40,146.5725
22796,1,3,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,18,2,0,112.862222222
22797,1,3,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,18,2,20,280.828
22798,1,3,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,18,2,40,127.436
22799,1,3,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,19,2,0,104.257142857
22800,1,3,1015.7,1020.7,347.0,2.3,18.8,73.0,0.0,19,2,20,98.88375
22840,1,3,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,19,2,40,115.814285714
22841,1,3,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,20,2,0,98.235
22842,1,3,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,20,2,20,104.4725
22843,1,3,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,20,2,40,132.752
22844,1,3,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,21,2,20,110.0475
22845,1,3,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,21,2,40,91.7175
22846,1,3,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,22,2,0,95.4
22847,1,3,1016.7,1021.7,4.0,1.9,19.2,74.0,0.0,22,2,20,97.325
22886,1,3,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,22,2,40,84.92
22887,1,3,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,23,2,20,73.12
22888,1,3,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,0,3,0,55.96
22889,1,3,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,0,3,40,70.64
22890,1,3,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,1,3,0,23.23
22891,1,3,1018.4,1023.5,56.0,4.5,19.9,60.0,0.0,1,3,20,108.85
22909,1,3,1018.3,1023.4,46.0,2.9,20.9,68.0,0.0,1,3,40,67.3
22910,1,3,1018.3,1023.4,46.0,2.9,20.9,68.0,0.0,2,3,20,89.265
22911,1,3,1018.3,1023.4,46.0,2.9,20.9,68.0,0.0,4,3,0,82.2
22923,1,3,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,4,3,40,135.59
22924,1,3,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,5,3,0,104.53
22925,1,3,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,5,3,40,99.0325
22926,1,3,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,6,3,0,93.6375
22927,1,3,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,6,3,20,135.08
22928,1,3,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,6,3,40,98.106
22929,1,3,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,7,3,0,153.153333333
22930,1,3,1016.4,1021.5,100.0,3.1,22.1,59.0,0.0,7,3,20,138.7425
22958,1,3,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,7,3,40,138.922222222
22959,1,3,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,8,3,0,171.628888889
22960,1,3,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,8,3,20,189.108
22961,1,3,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,8,3,40,207.501428571
22962,1,3,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,9,3,0,172.925
22963,1,3,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,9,3,20,138.974
22964,1,3,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,9,3,40,143.11
22965,1,3,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,10,3,0,131.9875
22966,1,3,1016.5,1021.6,39.0,3.7,21.2,57.0,0.0,10,3,20,99.8523076923
23007,1,3,1017.4,1022.5,360.0,1.4,20.4,63.0,0.0,10,3,40,120.279166667
23008,1,3,1017.4,1022.5,360.0,1.4,20.4,63.0,0.0,11,3,0,124.161428571
23009,1,3,1017.4,1022.5,360.0,1.4,20.4,63.0,0.0,11,3,20,86.1766666667
23010,1,3,1017.4,1022.5,360.0,1.4,20.4,63.0,0.0,11,3,40,111.277142857
23011,1,3,1017.4,1022.5,360.0,1.4,20.4,63.0,0.0,12,3,0,81.89
23012,1,3,1017.4,1022.5,360.0,1.4,20.4,63.0,0.0,12,3,20,100.872857143
23013,1,3,1017.4,1022.5,360.0,1.4,20.4,63.0,0.0,12,3,40,95.002
23014,1,3,1017.4,1022.5,360.0,1.4,20.4,63.0,0.0,13,3,0,119.602857143
23015,1,3,1017.4,1022.5,360.0,1.4,20.4,63.0,0.0,13,3,20,92.87
23059,1,3,1017.0,1022.1,326.0,1.6,19.3,78.0,0.0,13,3,40,112.765
23060,1,3,1017.0,1022.1,326.0,1.6,19.3,78.0,0.0,14,3,0,105.318
23061,1,3,1017.0,1022.1,326.0,1.6,19.3,78.0,0.0,14,3,20,109.13
23062,1,3,1017.0,1022.1,326.0,1.6,19.3,78.0,0.0,14,3,40,91.2325
23063,1,3,1017.0,1022.1,326.0,1.6,19.3,78.0,0.0,15,3,0,119.065555556
23064,1,3,1017.0,1022.1,326.0,1.6,19.3,78.0,0.0,15,3,20,110.644615385
23065,1,3,1017.0,1022.1,326.0,1.6,19.3,78.0,0.0,15,3,40,99.7283333333
23066,1,3,1017.0,1022.1,326.0,1.6,19.3,78.0,0.0,16,3,0,97.4014285714
23067,1,3,1017.0,1022.1,326.0,1.6,19.3,78.0,0.0,16,3,20,83.9866666667
23111,1,3,1016.1,1021.1,327.0,1.9,18.9,83.0,0.0,16,3,40,112.344
23112,1,3,1016.1,1021.1,327.0,1.9,18.9,83.0,0.0,17,3,0,104.26
23113,1,3,1016.1,1021.1,327.0,1.9,18.9,83.0,0.0,17,3,20,118.678333333
23114,1,3,1016.1,1021.1,327.0,1.9,18.9,83.0,0.0,17,3,40,114.99
23115,1,3,1016.1,1021.1,327.0,1.9,18.9,83.0,0.0,18,3,0,113.322
23116,1,3,1016.1,1021.1,327.0,1.9,18.9,83.0,0.0,18,3,20,112.963636364
23117,1,3,1016.1,1021.1,327.0,1.9,18.9,83.0,0.0,18,3,40,119.208571429
23118,1,3,1016.1,1021.1,327.0,1.9,18.9,83.0,0.0,19,3,0,115.294
23119,1,3,1016.1,1021.1,327.0,1.9,18.9,83.0,0.0,19,3,20,92.225
23158,1,3,1015.8,1020.9,14.0,2.3,19.3,79.0,0.0,19,3,40,101.705454545
23159,1,3,1015.8,1020.9,14.0,2.3,19.3,79.0,0.0,20,3,0,99.9975
23160,1,3,1015.8,1020.9,14.0,2.3,19.3,79.0,0.0,20,3,20,110.36
23161,1,3,1015.8,1020.9,14.0,2.3,19.3,79.0,0.0,20,3,40,129.62
23162,1,3,1015.8,1020.9,14.0,2.3,19.3,79.0,0.0,21,3,0,108.11
23163,1,3,1015.8,1020.9,14.0,2.3,19.3,79.0,0.0,21,3,20,79.9433333333
23164,1,3,1015.8,1020.9,14.0,2.3,19.3,79.0,0.0,21,3,40,89.5525
23165,1,3,1015.8,1020.9,14.0,2.3,19.3,79.0,0.0,22,3,0,112.0775
23166,1,3,1015.8,1020.9,14.0,2.3,19.3,79.0,0.0,22,3,20,46.24
23198,1,3,1017.0,1022.1,74.0,2.0,19.8,78.0,0.0,22,3,40,85.95
23199,1,3,1017.0,1022.1,74.0,2.0,19.8,78.0,0.0,23,3,20,114.68
23200,1,3,1017.0,1022.1,74.0,2.0,19.8,78.0,0.0,23,3,40,56.12
23201,1,3,1017.0,1022.1,74.0,2.0,19.8,78.0,0.0,0,4,20,91.02
23202,1,3,1017.0,1022.1,74.0,2.0,19.8,78.0,0.0,0,4,40,60.71
23203,1,3,1017.0,1022.1,74.0,2.0,19.8,78.0,0.0,1,4,0,58.545
23222,1,3,1017.6,1022.7,39.0,3.7,21.4,64.0,0.0,2,4,0,93.48
23223,1,3,1017.6,1022.7,39.0,3.7,21.4,64.0,0.0,2,4,20,95.52
23224,1,3,1017.6,1022.7,39.0,3.7,21.4,64.0,0.0,2,4,40,103.75
23225,1,3,1017.6,1022.7,39.0,3.7,21.4,64.0,0.0,3,4,0,83.54
23226,1,3,1017.6,1022.7,39.0,3.7,21.4,64.0,0.0,4,4,0,73.95
23227,1,3,1017.6,1022.7,39.0,3.7,21.4,64.0,0.0,4,4,20,106.28
23244,1,3,1015.2,1020.2,48.0,2.3,21.6,63.0,0.0,5,4,20,92.81
23245,1,3,1015.2,1020.2,48.0,2.3,21.6,63.0,0.0,5,4,40,87.0033333333
23246,1,3,1015.2,1020.2,48.0,2.3,21.6,63.0,0.0,6,4,0,121.441111111
23247,1,3,1015.2,1020.2,48.0,2.3,21.6,63.0,0.0,6,4,20,92.64
23248,1,3,1015.2,1020.2,48.0,2.3,21.6,63.0,0.0,6,4,40,126.675
23249,1,3,1015.2,1020.2,48.0,2.3,21.6,63.0,0.0,7,4,0,156.663333333
23250,1,3,1015.2,1020.2,48.0,2.3,21.6,63.0,0.0,7,4,20,106.683333333
23278,1,3,1015.3,1020.3,46.0,2.3,21.3,61.0,0.0,7,4,40,114.639
23279,1,3,1015.3,1020.3,46.0,2.3,21.3,61.0,0.0,8,4,0,176.524
23280,1,3,1015.3,1020.3,46.0,2.3,21.3,61.0,0.0,8,4,20,105.60875
23281,1,3,1015.3,1020.3,46.0,2.3,21.3,61.0,0.0,8,4,40,159.42125
23282,1,3,1015.3,1020.3,46.0,2.3,21.3,61.0,0.0,9,4,0,156.361
23283,1,3,1015.3,1020.3,46.0,2.3,21.3,61.0,0.0,9,4,20,230.054166667
23284,1,3,1015.3,1020.3,46.0,2.3,21.3,61.0,0.0,9,4,40,96.76
23285,1,3,1015.3,1020.3,46.0,2.3,21.3,61.0,0.0,10,4,0,105.114166667
